congestion_detection_starttime	congestion_detection_finishtime	numPeoplePerSec_ave	numPeoplePerSec_max	numPeoplePerSec_min	staytime_ave	staytime_max	staytime_min	human_unique_count
2020/01/23 04:50:00	2020/01/23 04:51:00	0.08333333333333333	1	1	5.0	5	5	1
2020/01/23 04:51:00	2020/01/23 04:52:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:52:00	2020/01/23 04:53:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:53:00	2020/01/23 04:54:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:54:00	2020/01/23 04:55:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:55:00	2020/01/23 04:56:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:56:00	2020/01/23 04:57:00	0.0	0	0	0.0	0	0	0
2020/01/23 04:57:00	2020/01/23 04:58:00	0.08333333333333333	1	1	5.0	5	5	1
2020/01/23 04:58:00	2020/01/23 04:59:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 04:59:00	2020/01/23 05:00:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:00:00	2020/01/23 05:01:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:01:00	2020/01/23 05:02:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:02:00	2020/01/23 05:03:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:03:00	2020/01/23 05:04:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:04:00	2020/01/23 05:05:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:05:00	2020/01/23 05:06:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:06:00	2020/01/23 05:07:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:07:00	2020/01/23 05:08:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:08:00	2020/01/23 05:09:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:09:00	2020/01/23 05:10:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:10:00	2020/01/23 05:11:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:11:00	2020/01/23 05:12:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:12:00	2020/01/23 05:13:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:13:00	2020/01/23 05:14:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:14:00	2020/01/23 05:15:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:15:00	2020/01/23 05:16:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:16:00	2020/01/23 05:17:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:17:00	2020/01/23 05:18:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:18:00	2020/01/23 05:19:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:19:00	2020/01/23 05:20:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:20:00	2020/01/23 05:21:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:21:00	2020/01/23 05:22:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:22:00	2020/01/23 05:23:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:23:00	2020/01/23 05:24:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:24:00	2020/01/23 05:25:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:25:00	2020/01/23 05:26:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:26:00	2020/01/23 05:27:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:27:00	2020/01/23 05:28:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:28:00	2020/01/23 05:29:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:29:00	2020/01/23 05:30:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:30:00	2020/01/23 05:31:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:31:00	2020/01/23 05:32:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:32:00	2020/01/23 05:33:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:33:00	2020/01/23 05:34:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:34:00	2020/01/23 05:35:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:35:00	2020/01/23 05:36:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:36:00	2020/01/23 05:37:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:37:00	2020/01/23 05:38:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:38:00	2020/01/23 05:39:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:39:00	2020/01/23 05:40:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:40:00	2020/01/23 05:41:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:41:00	2020/01/23 05:42:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:42:00	2020/01/23 05:43:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:43:00	2020/01/23 05:44:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:44:00	2020/01/23 05:45:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:45:00	2020/01/23 05:46:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:46:00	2020/01/23 05:47:00	0.08333333333333333	1	1	5.0	5	5	1
2020/01/23 05:47:00	2020/01/23 05:48:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:48:00	2020/01/23 05:49:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:49:00	2020/01/23 05:50:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:50:00	2020/01/23 05:51:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:51:00	2020/01/23 05:52:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:52:00	2020/01/23 05:53:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:53:00	2020/01/23 05:54:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 05:54:00	2020/01/23 05:55:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:55:00	2020/01/23 05:56:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:56:00	2020/01/23 05:57:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:57:00	2020/01/23 05:58:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:58:00	2020/01/23 05:59:00	0.0	0	0	0.0	0	0	0
2020/01/23 05:59:00	2020/01/23 06:00:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:00:00	2020/01/23 06:01:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:01:00	2020/01/23 06:02:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:02:00	2020/01/23 06:03:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:03:00	2020/01/23 06:04:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:04:00	2020/01/23 06:05:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:05:00	2020/01/23 06:06:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:06:00	2020/01/23 06:07:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:07:00	2020/01/23 06:08:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:08:00	2020/01/23 06:09:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:09:00	2020/01/23 06:10:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:10:00	2020/01/23 06:11:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:11:00	2020/01/23 06:12:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:12:00	2020/01/23 06:13:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:13:00	2020/01/23 06:14:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:14:00	2020/01/23 06:15:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 06:15:00	2020/01/23 06:16:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:16:00	2020/01/23 06:17:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:17:00	2020/01/23 06:18:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:18:00	2020/01/23 06:19:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:19:00	2020/01/23 06:20:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:20:00	2020/01/23 06:21:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:21:00	2020/01/23 06:22:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:22:00	2020/01/23 06:23:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:23:00	2020/01/23 06:24:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:24:00	2020/01/23 06:25:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:25:00	2020/01/23 06:26:00	0.0	0	0	0.0	0	0	0
2020/01/23 06:26:00	2020/01/23 06:27:00	0.06666666666666667	1	1	4.0	4	4	1
2020/01/23 06:27:00	2020/01/23 06:28:00	0.4666666666666667	3	1	9.333333333333334	12	6	3
2020/01/23 06:28:00	2020/01/23 06:29:00	1.8333333333333333	5	1	12.222222222222221	59	1	9
2020/01/23 06:29:00	2020/01/23 06:30:00	1.25	2	1	18.75	60	1	4
2020/01/23 06:30:00	2020/01/23 06:31:00	1.9166666666666667	4	1	16.428571428571427	34	5	7
2020/01/23 06:31:00	2020/01/23 06:32:00	1.3833333333333333	2	1	20.75	60	5	4
2020/01/23 06:32:00	2020/01/23 06:33:00	1.35	2	1	16.2	60	5	5
2020/01/23 06:33:00	2020/01/23 06:34:00	1.4	3	1	16.8	60	5	5
2020/01/23 06:34:00	2020/01/23 06:35:00	1.7833333333333334	3	1	13.375	60	4	8
2020/01/23 06:35:00	2020/01/23 06:36:00	1.5333333333333334	2	1	18.4	60	4	5
2020/01/23 06:36:00	2020/01/23 06:37:00	1.3833333333333333	2	1	16.6	60	5	5
2020/01/23 06:37:00	2020/01/23 06:38:00	1.15	2	1	23.0	60	4	3
2020/01/23 06:38:00	2020/01/23 06:39:00	1.35	2	1	16.2	60	4	5
2020/01/23 06:39:00	2020/01/23 06:40:00	1.1833333333333333	2	1	23.666666666666668	60	5	3
2020/01/23 06:40:00	2020/01/23 06:41:00	1.3166666666666667	2	1	15.8	59	4	5
2020/01/23 06:41:00	2020/01/23 06:42:00	1.2833333333333334	2	1	15.4	60	2	5
2020/01/23 06:42:00	2020/01/23 06:43:00	1.4666666666666666	3	1	12.571428571428571	60	2	7
2020/01/23 06:43:00	2020/01/23 06:44:00	2.2333333333333334	3	1	19.142857142857142	60	2	7
2020/01/23 06:44:00	2020/01/23 06:45:00	3.3	6	2	11.647058823529411	60	3	17
2020/01/23 06:45:00	2020/01/23 06:46:00	1.8333333333333333	4	1	13.75	60	5	8
2020/01/23 06:46:00	2020/01/23 06:47:00	1.5833333333333333	4	1	15.833333333333334	60	5	6
2020/01/23 06:47:00	2020/01/23 06:48:00	2.1333333333333333	4	1	11.636363636363637	60	3	11
2020/01/23 06:48:00	2020/01/23 06:49:00	2.0833333333333335	4	1	12.5	51	5	10
2020/01/23 06:49:00	2020/01/23 06:50:00	3.316666666666667	6	2	13.266666666666667	58	2	15
2020/01/23 06:50:00	2020/01/23 06:51:00	3.183333333333333	5	2	21.22222222222222	59	6	9
2020/01/23 06:51:00	2020/01/23 06:52:00	3.65	7	1	10.95	56	2	20
2020/01/23 06:52:00	2020/01/23 06:53:00	1.5	2	1	11.25	55	2	8
2020/01/23 06:53:00	2020/01/23 06:54:00	1.8333333333333333	3	1	9.166666666666666	34	3	12
2020/01/23 06:54:00	2020/01/23 06:55:00	2.183333333333333	4	1	11.909090909090908	43	4	11
2020/01/23 06:56:00	2020/01/23 06:57:00	1.9666666666666666	3	1	16.857142857142858	60	4	7
2020/01/23 06:57:00	2020/01/23 06:58:00	1.65	3	1	11.0	56	2	9
2020/01/23 06:58:00	2020/01/23 06:59:00	2.3833333333333333	5	1	11.916666666666666	36	4	12
2020/01/23 06:59:00	2020/01/23 07:00:00	2.6333333333333333	4	2	17.555555555555557	59	4	9
2020/01/23 07:00:00	2020/01/23 07:01:00	2.2	3	1	22.0	60	4	6
2020/01/23 07:01:00	2020/01/23 07:02:00	2.1333333333333333	3	1	21.333333333333332	52	5	6
2020/01/23 07:02:00	2020/01/23 07:03:00	2.8	4	1	15.272727272727273	50	2	11
2020/01/23 07:03:00	2020/01/23 07:04:00	2.683333333333333	4	1	17.88888888888889	36	5	9
2020/01/23 07:04:00	2020/01/23 07:05:00	3.4833333333333334	5	2	14.928571428571429	41	4	14
2020/01/23 07:05:00	2020/01/23 07:06:00	3.283333333333333	5	2	17.90909090909091	60	3	11
2020/01/23 07:06:00	2020/01/23 07:07:00	3.0	5	2	16.363636363636363	42	1	11
2020/01/23 07:07:00	2020/01/23 07:08:00	3.45	6	3	17.25	60	2	12
2020/01/23 07:08:00	2020/01/23 07:09:00	3.7333333333333334	5	2	16.0	52	3	14
2020/01/23 07:09:00	2020/01/23 07:10:00	3.65	7	2	12.882352941176471	60	4	17
2020/01/23 07:10:00	2020/01/23 07:11:00	2.75	4	2	23.571428571428573	60	3	7
2020/01/23 07:11:00	2020/01/23 07:12:00	3.65	5	2	13.6875	60	2	16
2020/01/23 07:12:00	2020/01/23 07:13:00	3.033333333333333	4	2	18.2	60	1	10
2020/01/23 07:13:00	2020/01/23 07:14:00	2.5833333333333335	5	1	11.923076923076923	60	1	13
2020/01/23 07:14:00	2020/01/23 07:15:00	3.55	5	2	17.75	60	1	12
2020/01/23 07:15:00	2020/01/23 07:16:00	3.15	4	1	17.181818181818183	60	3	11
2020/01/23 07:16:00	2020/01/23 07:17:00	2.4	5	1	11.076923076923077	60	1	13
2020/01/23 07:17:00	2020/01/23 07:18:00	3.9833333333333334	6	3	13.277777777777779	59	4	18
2020/01/23 07:18:00	2020/01/23 07:19:00	3.9	6	2	11.7	60	1	20
2020/01/23 07:19:00	2020/01/23 07:20:00	3.3666666666666667	6	1	15.538461538461538	60	1	13
2020/01/23 07:20:00	2020/01/23 07:21:00	2.3	4	1	13.8	60	4	10
2020/01/23 07:21:00	2020/01/23 07:22:00	2.35	4	1	15.666666666666666	60	4	9
2020/01/23 07:22:00	2020/01/23 07:23:00	2.183333333333333	4	1	18.714285714285715	60	1	7
2020/01/23 07:23:00	2020/01/23 07:24:00	1.8166666666666667	3	1	13.625	60	4	8
2020/01/23 07:24:00	2020/01/23 07:25:00	1.75	3	1	17.5	60	1	6
2020/01/23 07:25:00	2020/01/23 07:26:00	1.1833333333333333	2	1	23.666666666666668	60	2	3
2020/01/23 07:26:00	2020/01/23 07:27:00	1.05	2	1	31.5	59	4	2
2020/01/23 07:27:00	2020/01/23 07:28:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:28:00	2020/01/23 07:29:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:29:00	2020/01/23 07:30:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:30:00	2020/01/23 07:31:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:31:00	2020/01/23 07:32:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:32:00	2020/01/23 07:33:00	1.35	3	1	20.25	60	6	4
2020/01/23 07:33:00	2020/01/23 07:34:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:34:00	2020/01/23 07:35:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:35:00	2020/01/23 07:36:00	1.0	1	1	60.0	60	60	1
2020/01/23 07:36:00	2020/01/23 07:37:00	2.2333333333333334	4	1	19.142857142857142	60	5	7
2020/01/23 07:37:00	2020/01/23 07:38:00	1.5166666666666666	3	1	18.2	60	5	5
2020/01/23 07:38:00	2020/01/23 07:39:00	1.5666666666666667	3	1	13.428571428571429	59	3	7
2020/01/23 07:39:00	2020/01/23 07:40:00	1.1	2	1	33.0	60	6	2
2020/01/23 07:40:00	2020/01/23 07:41:00	1.2333333333333334	3	1	18.5	60	2	4
2020/01/23 07:41:00	2020/01/23 07:42:00	1.5666666666666667	4	1	13.428571428571429	60	1	7
2020/01/23 07:42:00	2020/01/23 07:43:00	1.1833333333333333	2	1	23.666666666666668	60	5	3
2020/01/23 07:43:00	2020/01/23 07:44:00	1.75	3	1	35.0	60	5	3
2020/01/23 07:44:00	2020/01/23 07:45:00	1.9166666666666667	4	1	23.0	60	5	5
2020/01/23 07:45:00	2020/01/23 07:46:00	1.3333333333333333	2	1	16.0	60	1	5
2020/01/23 07:46:00	2020/01/23 07:47:00	1.2666666666666666	2	1	15.2	60	2	5
2020/01/23 07:47:00	2020/01/23 07:48:00	1.5	3	1	15.0	60	3	6
2020/01/23 07:48:00	2020/01/23 07:49:00	1.1666666666666667	3	1	23.333333333333332	60	5	3
2020/01/23 07:49:00	2020/01/23 07:50:00	1.2666666666666666	2	1	19.0	59	5	4
2020/01/23 07:50:00	2020/01/23 07:51:00	1.1	2	1	33.0	60	6	2
2020/01/23 07:51:00	2020/01/23 07:52:00	1.6666666666666667	3	1	14.285714285714286	60	4	7
2020/01/23 07:52:00	2020/01/23 07:53:00	2.65	5	2	22.714285714285715	60	5	7
2020/01/23 07:53:00	2020/01/23 07:54:00	1.6333333333333333	3	1	19.6	60	7	5
2020/01/23 07:54:00	2020/01/23 07:55:00	1.6666666666666667	4	1	14.285714285714286	60	6	7
2020/01/23 07:55:00	2020/01/23 07:56:00	1.3	4	1	13.0	38	4	6
2020/01/23 07:56:00	2020/01/23 07:57:00	1.6666666666666667	3	1	10.0	22	2	10
2020/01/23 07:57:00	2020/01/23 07:58:00	1.9333333333333333	4	1	8.923076923076923	29	3	13
2020/01/23 07:58:00	2020/01/23 07:59:00	3.7333333333333334	10	1	8.96	60	3	25
2020/01/23 07:59:00	2020/01/23 08:00:00	4.2	9	1	9.692307692307692	43	2	26
2020/01/23 08:00:00	2020/01/23 08:01:00	2.033333333333333	4	1	12.2	32	1	10
2020/01/23 08:01:00	2020/01/23 08:02:00	3.05	4	2	15.25	38	1	12
2020/01/23 08:02:00	2020/01/23 08:03:00	3.0166666666666666	4	2	30.166666666666668	60	3	6
2020/01/23 08:03:00	2020/01/23 08:04:00	2.8666666666666667	4	2	21.5	60	1	8
2020/01/23 08:04:00	2020/01/23 08:05:00	2.8333333333333335	3	2	18.88888888888889	60	2	9
2020/01/23 08:05:00	2020/01/23 08:06:00	3.2333333333333334	6	2	12.125	60	1	16
2020/01/23 08:06:00	2020/01/23 08:07:00	4.166666666666667	8	2	10.416666666666666	60	1	24
2020/01/23 08:07:00	2020/01/23 08:08:00	2.966666666666667	4	1	16.181818181818183	60	4	11
2020/01/23 08:08:00	2020/01/23 08:09:00	5.166666666666667	8	3	14.090909090909092	59	3	22
2020/01/23 08:09:00	2020/01/23 08:10:00	4.166666666666667	7	3	19.23076923076923	60	5	13
2020/01/23 08:10:00	2020/01/23 08:11:00	3.7333333333333334	5	2	20.363636363636363	60	4	11
2020/01/23 08:11:00	2020/01/23 08:12:00	5.866666666666666	8	4	27.076923076923077	60	4	13
2020/01/23 08:12:00	2020/01/23 08:13:00	6.516666666666667	11	5	18.61904761904762	60	3	21
2020/01/23 08:13:00	2020/01/23 08:14:00	6.583333333333333	8	5	20.789473684210527	60	3	19
2020/01/23 08:14:00	2020/01/23 08:15:00	6.05	7	5	33.0	60	5	11
2020/01/23 08:15:00	2020/01/23 08:16:00	6.25	8	5	23.4375	59	2	16
2020/01/23 08:16:00	2020/01/23 08:17:00	6.216666666666667	8	4	24.866666666666667	60	1	15
2020/01/23 08:17:00	2020/01/23 08:18:00	5.766666666666667	8	3	15.043478260869565	60	3	23
2020/01/23 08:18:00	2020/01/23 08:19:00	7.183333333333334	9	5	15.962962962962964	60	2	27
2020/01/23 08:19:00	2020/01/23 08:20:00	6.733333333333333	10	5	23.764705882352942	60	2	17
2020/01/23 08:20:00	2020/01/23 08:21:00	8.533333333333333	10	7	25.6	59	4	20
2020/01/23 08:21:00	2020/01/23 08:22:00	6.95	15	5	16.03846153846154	60	1	26
2020/01/23 08:22:00	2020/01/23 08:23:00	9.916666666666666	14	7	18.59375	60	1	32
2020/01/23 08:23:00	2020/01/23 08:24:00	9.933333333333334	13	7	22.074074074074073	60	1	27
2020/01/23 08:24:00	2020/01/23 08:25:00	11.05	13	9	25.5	60	5	26
2020/01/23 08:25:00	2020/01/23 08:26:00	10.533333333333333	14	7	18.58823529411765	59	3	34
2020/01/23 08:26:00	2020/01/23 08:27:00	11.666666666666666	15	10	21.875	60	1	32
2020/01/23 08:27:00	2020/01/23 08:28:00	11.816666666666666	14	10	22.870967741935484	60	2	31
2020/01/23 08:28:00	2020/01/23 08:29:00	13.05	15	12	21.16216216216216	59	2	37
2020/01/23 08:29:00	2020/01/23 08:30:00	13.5	16	10	22.5	60	5	36
2020/01/23 08:30:00	2020/01/23 08:31:00	11.8	15	10	26.22222222222222	60	4	27
2020/01/23 08:31:00	2020/01/23 08:32:00	10.7	15	8	22.928571428571427	60	2	28
2020/01/23 08:32:00	2020/01/23 08:33:00	12.633333333333333	17	10	23.6875	59	1	32
2020/01/23 08:33:00	2020/01/23 08:34:00	12.916666666666666	15	9	25.833333333333332	60	2	30
2020/01/23 08:34:00	2020/01/23 08:35:00	11.016666666666667	13	9	25.423076923076923	60	1	26
2020/01/23 08:35:00	2020/01/23 08:36:00	10.783333333333333	14	7	19.029411764705884	60	2	34
2020/01/23 08:36:00	2020/01/23 08:37:00	8.433333333333334	11	6	24.095238095238095	59	1	21
2020/01/23 08:37:00	2020/01/23 08:38:00	13.3	17	10	23.470588235294116	60	2	34
2020/01/23 08:38:00	2020/01/23 08:39:00	14.966666666666667	18	12	19.52173913043478	60	2	46
2020/01/23 08:39:00	2020/01/23 08:40:00	11.4	16	9	20.727272727272727	60	2	33
2020/01/23 08:40:00	2020/01/23 08:41:00	12.333333333333334	16	9	20.0	59	1	37
2020/01/23 08:41:00	2020/01/23 08:42:00	13.266666666666667	18	10	21.513513513513512	60	1	37
2020/01/23 08:42:00	2020/01/23 08:43:00	11.283333333333333	16	7	15.386363636363637	60	1	44
2020/01/23 08:43:00	2020/01/23 08:44:00	11.6	17	9	15.818181818181818	59	2	44
2020/01/23 08:44:00	2020/01/23 08:45:00	13.366666666666667	17	11	19.5609756097561	60	4	41
2020/01/23 08:45:00	2020/01/23 08:46:00	15.85	19	13	22.642857142857142	60	1	42
2020/01/23 08:46:00	2020/01/23 08:47:00	17.216666666666665	20	15	25.825	60	1	40
2020/01/23 08:47:00	2020/01/23 08:48:00	18.316666666666666	22	17	22.895833333333332	59	3	48
2020/01/23 08:48:00	2020/01/23 08:49:00	19.3	24	15	22.26923076923077	60	3	52
2020/01/23 08:49:00	2020/01/23 08:50:00	18.566666666666666	22	15	33.75757575757576	59	1	33
2020/01/23 08:50:00	2020/01/23 08:51:00	16.916666666666668	20	14	22.555555555555557	60	3	45
2020/01/23 08:51:00	2020/01/23 08:52:00	17.866666666666667	21	14	24.363636363636363	60	1	44
2020/01/23 08:52:00	2020/01/23 08:53:00	18.183333333333334	22	15	17.046875	59	1	64
2020/01/23 08:53:00	2020/01/23 08:54:00	18.116666666666667	23	15	20.903846153846153	60	1	52
2020/01/23 08:54:00	2020/01/23 08:55:00	16.783333333333335	20	13	27.216216216216218	60	3	37
2020/01/23 08:55:00	2020/01/23 08:56:00	16.516666666666666	21	14	18.01818181818182	59	1	55
2020/01/23 08:56:00	2020/01/23 08:57:00	18.483333333333334	24	14	20.537037037037038	60	1	54
2020/01/23 08:57:00	2020/01/23 08:58:00	16.75	22	11	14.357142857142858	60	1	70
2020/01/23 08:58:00	2020/01/23 08:59:00	19.1	22	16	19.75862068965517	59	2	58
2020/01/23 08:59:00	2020/01/23 09:00:00	15.633333333333333	20	12	17.69811320754717	60	1	53
2020/01/23 09:00:00	2020/01/23 09:01:00	21.033333333333335	35	14	16.605263157894736	60	2	76
2020/01/23 09:01:00	2020/01/23 09:02:00	18.816666666666666	26	14	18.20967741935484	59	1	62
2020/01/23 09:02:00	2020/01/23 09:03:00	20.6	27	17	19.015384615384615	60	1	65
2020/01/23 09:03:00	2020/01/23 09:04:00	22.383333333333333	26	20	22.016393442622952	59	1	61
2020/01/23 09:04:00	2020/01/23 09:05:00	20.15	22	17	21.98181818181818	60	1	55
2020/01/23 09:05:00	2020/01/23 09:06:00	19.483333333333334	25	16	24.354166666666668	60	2	48
2020/01/23 09:06:00	2020/01/23 09:07:00	18.1	22	14	18.406779661016948	59	1	59
2020/01/23 09:07:00	2020/01/23 09:08:00	22.033333333333335	27	17	22.406779661016948	60	1	59
2020/01/23 09:08:00	2020/01/23 09:09:00	23.066666666666666	30	19	23.066666666666666	59	2	60
2020/01/23 09:09:00	2020/01/23 09:10:00	21.483333333333334	26	17	21.483333333333334	60	2	60
2020/01/23 09:10:00	2020/01/23 09:11:00	20.75	27	17	25.408163265306122	59	1	49
2020/01/23 09:11:00	2020/01/23 09:12:00	22.75	27	20	24.818181818181817	60	1	55
2020/01/23 09:12:00	2020/01/23 09:13:00	22.05	27	17	22.05	60	1	60
2020/01/23 09:13:00	2020/01/23 09:14:00	19.783333333333335	26	16	24.729166666666668	59	1	48
2020/01/23 09:14:00	2020/01/23 09:15:00	20.65	25	16	20.65	60	1	60
2020/01/23 09:15:00	2020/01/23 09:16:00	18.616666666666667	22	15	23.270833333333332	59	1	48
2020/01/23 09:16:00	2020/01/23 09:17:00	20.3	24	18	27.066666666666666	60	2	45
2020/01/23 09:17:00	2020/01/23 09:18:00	16.816666666666666	19	14	22.931818181818183	60	4	44
2020/01/23 09:18:00	2020/01/23 09:19:00	18.583333333333332	23	16	21.862745098039216	59	3	51
2020/01/23 09:19:00	2020/01/23 09:20:00	20.033333333333335	25	18	24.53061224489796	60	1	49
2020/01/23 09:20:00	2020/01/23 09:21:00	19.316666666666666	23	16	25.755555555555556	59	1	45
2020/01/23 09:21:00	2020/01/23 09:22:00	20.5	25	17	22.363636363636363	60	3	55
2020/01/23 09:22:00	2020/01/23 09:23:00	18.383333333333333	25	14	22.06	60	1	50
2020/01/23 09:23:00	2020/01/23 09:24:00	19.333333333333332	23	16	20.714285714285715	59	1	56
2020/01/23 09:24:00	2020/01/23 09:25:00	18.683333333333334	23	14	21.980392156862745	60	1	51
2020/01/23 09:25:00	2020/01/23 09:26:00	19.933333333333334	25	15	22.14814814814815	60	1	54
2020/01/23 09:26:00	2020/01/23 09:27:00	19.066666666666666	24	16	23.833333333333332	59	1	48
2020/01/23 09:27:00	2020/01/23 09:28:00	18.716666666666665	22	15	20.796296296296298	60	1	54
2020/01/23 09:28:00	2020/01/23 09:29:00	19.533333333333335	23	16	20.928571428571427	59	1	56
2020/01/23 09:29:00	2020/01/23 09:30:00	17.3	22	13	19.58490566037736	60	2	53
2020/01/23 09:30:00	2020/01/23 09:31:00	18.783333333333335	22	15	19.10169491525424	60	2	59
2020/01/23 09:31:00	2020/01/23 09:32:00	21.95	28	16	18.549295774647888	59	1	71
2020/01/23 09:32:00	2020/01/23 09:33:00	25.65	29	20	19.2375	60	1	80
2020/01/23 09:33:00	2020/01/23 09:34:00	23.233333333333334	30	20	24.03448275862069	59	2	58
2020/01/23 09:34:00	2020/01/23 09:35:00	19.7	25	15	23.64	60	1	50
2020/01/23 09:35:00	2020/01/23 09:36:00	20.716666666666665	25	16	23.903846153846153	59	1	52
2020/01/23 09:36:00	2020/01/23 09:37:00	24.133333333333333	29	19	19.05263157894737	60	1	76
2020/01/23 09:37:00	2020/01/23 09:38:00	24.65	29	20	19.986486486486488	60	1	74
2020/01/23 09:38:00	2020/01/23 09:39:00	22.716666666666665	28	18	23.5	59	2	58
2020/01/23 09:39:00	2020/01/23 09:40:00	23.466666666666665	26	20	23.081967213114755	60	2	61
2020/01/23 09:40:00	2020/01/23 09:41:00	24.15	29	21	18.576923076923077	59	1	78
2020/01/23 09:41:00	2020/01/23 09:42:00	21.516666666666666	26	16	19.26865671641791	60	1	67
